name,value,units,def_num,raw_value
cadence,91,rpm,4,91
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,781.99951171875,c/hr,1,781.99951171875
rE,114.13998413085938,runEco,2,114.13998413085938
pwr,,w,5,
tpRE,1.7387925386428833,runEco,9,1.7387925386428833
frnrRE,140.48179626464844,runEco,10,140.48179626464844
timestamp,2022-05-04T13:48:08+00:00,,253,1020606488
position_lat,38.79299819469452,deg,0,462818496
position_long,-77.04649309627712,deg,1,-919200467
distance,0.42495,km,5,42495
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,11.3868,km/h,73,3.163
speed,11.3868,km/h,6,3163
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,138,bpm,3,138
cadence,91,rpm,4,91
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,781.99951171875,c/hr,1,781.99951171875
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.7387925386428833,runEco,9,1.7387925386428833
frnrRE,140.7151336669922,runEco,10,140.7151336669922
timestamp,2022-05-04T13:48:09+00:00,,253,1020606489
position_lat,38.79299593158066,deg,0,462818469
position_long,-77.0465316530317,deg,1,-919200927
distance,0.42825,km,5,42825
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,11.3868,km/h,73,3.163
speed,11.3868,km/h,6,3163
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,91,rpm,4,91
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,783.3599853515625,c/hr,1,783.3599853515625
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8841243982315063,runEco,9,1.8841243982315063
frnrRE,140.95639038085938,runEco,10,140.95639038085938
timestamp,2022-05-04T13:48:10+00:00,,253,1020606490
position_lat,38.792999954894185,deg,0,462818517
position_long,-77.0465733949095,deg,1,-919201425
distance,0.43189,km,5,43189
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,138,bpm,3,138
cadence,91,rpm,4,91
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,783.3599853515625,c/hr,1,783.3599853515625
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8841243982315063,runEco,9,1.8841243982315063
frnrRE,140.97950744628906,runEco,10,140.97950744628906
timestamp,2022-05-04T13:48:11+00:00,,253,1020606491
position_lat,38.793001882731915,deg,0,462818540
position_long,-77.04661387950182,deg,1,-919201908
distance,0.43541,km,5,43541
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,138,bpm,3,138
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,783.3599853515625,c/hr,1,783.3599853515625
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8322203159332275,runEco,9,1.8322203159332275
frnrRE,141.04408264160156,runEco,10,141.04408264160156
timestamp,2022-05-04T13:48:12+00:00,,253,1020606492
position_lat,38.793003894388676,deg,0,462818564
position_long,-77.04665252007544,deg,1,-919202369
distance,0.43876,km,5,43876
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.024,km/h,73,3.34
speed,12.024,km/h,6,3340
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,89,rpm,4,89
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,783.3599853515625,c/hr,1,783.3599853515625
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8322203159332275,runEco,9,1.8322203159332275
frnrRE,141.2209014892578,runEco,10,141.2209014892578
timestamp,2022-05-04T13:48:13+00:00,,253,1020606493
position_lat,38.79300121217966,deg,0,462818532
position_long,-77.04669107683003,deg,1,-919202829
distance,0.44211,km,5,44211
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.024,km/h,73,3.34
speed,12.024,km/h,6,3340
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,783.3599853515625,c/hr,1,783.3599853515625
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8581722974777222,runEco,9,1.8581722974777222
frnrRE,141.35525512695312,runEco,10,141.35525512695312
timestamp,2022-05-04T13:48:14+00:00,,253,1020606494
position_lat,38.79300062544644,deg,0,462818525
position_long,-77.0467274542898,deg,1,-919203263
distance,0.44526,km,5,44526
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.024,km/h,73,3.34
speed,12.024,km/h,6,3340
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.6573486328125,c/hr,1,765.6573486328125
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8581722974777222,runEco,9,1.8581722974777222
frnrRE,141.4338836669922,runEco,10,141.4338836669922
timestamp,2022-05-04T13:48:15+00:00,,253,1020606495
position_lat,38.79299978725612,deg,0,462818515
position_long,-77.04676332883537,deg,1,-919203691
distance,0.44836000000000004,km,5,44836
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.024,km/h,73,3.34
speed,12.024,km/h,6,3340
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.6573486328125,c/hr,1,765.6573486328125
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8581722974777222,runEco,9,1.8581722974777222
frnrRE,141.5094451904297,runEco,10,141.5094451904297
timestamp,2022-05-04T13:48:16+00:00,,253,1020606496
position_lat,38.79299785941839,deg,0,462818492
position_long,-77.04680272378027,deg,1,-919204161
distance,0.45177999999999996,km,5,45178
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,12.024,km/h,73,3.34
speed,12.024,km/h,6,3340
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.6573486328125,c/hr,1,765.6573486328125
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8129757642745972,runEco,9,1.8129757642745972
frnrRE,139.81727600097656,runEco,10,139.81727600097656
timestamp,2022-05-04T13:48:17+00:00,,253,1020606497
position_lat,38.792996015399694,deg,0,462818470
position_long,-77.04684312455356,deg,1,-919204643
distance,0.45527,km,5,45527
enhanced_altitude,-7.0,m,78,-7.0
altitude,-7.0,m,2,2465
enhanced_speed,11.8224,km/h,73,3.284
speed,11.8224,km/h,6,3284
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.6573486328125,c/hr,1,765.6573486328125
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8078252077102661,runEco,9,1.8078252077102661
frnrRE,139.81329345703125,runEco,10,139.81329345703125
timestamp,2022-05-04T13:48:18+00:00,,253,1020606498
position_lat,38.792996015399694,deg,0,462818470
position_long,-77.04688377678394,deg,1,-919205128
distance,0.4588,km,5,45880
enhanced_altitude,-7.0,m,78,-7.0
altitude,-7.0,m,2,2465
enhanced_speed,11.79,km/h,73,3.275
speed,11.79,km/h,6,3275
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.6573486328125,c/hr,1,765.6573486328125
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.802674651145935,runEco,9,1.802674651145935
frnrRE,139.907470703125,runEco,10,139.907470703125
timestamp,2022-05-04T13:48:19+00:00,,253,1020606499
position_lat,38.79299534484744,deg,0,462818462
position_long,-77.04692149534822,deg,1,-919205578
distance,0.46205,km,5,46205
enhanced_altitude,-7.0,m,78,-7.0
altitude,-7.0,m,2,2465
enhanced_speed,11.79,km/h,73,3.275
speed,11.79,km/h,6,3275
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.208740234375,c/hr,1,765.208740234375
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.802674651145935,runEco,9,1.802674651145935
frnrRE,140.0228729248047,runEco,10,140.0228729248047
timestamp,2022-05-04T13:48:20+00:00,,253,1020606500
position_lat,38.79299140535295,deg,0,462818415
position_long,-77.04695954918861,deg,1,-919206032
distance,0.46532999999999997,km,5,46533
enhanced_altitude,-7.0,m,78,-7.0
altitude,-7.0,m,2,2465
enhanced_speed,11.79,km/h,73,3.275
speed,11.79,km/h,6,3275
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.208740234375,c/hr,1,765.208740234375
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8078252077102661,runEco,9,1.8078252077102661
frnrRE,140.14796447753906,runEco,10,140.14796447753906
timestamp,2022-05-04T13:48:21+00:00,,253,1020606501
position_lat,38.79299333319068,deg,0,462818438
position_long,-77.04699827358127,deg,1,-919206494
distance,0.46869,km,5,46869
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,11.79,km/h,73,3.275
speed,11.79,km/h,6,3275
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.208740234375,c/hr,1,765.208740234375
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8181263208389282,runEco,9,1.8181263208389282
frnrRE,140.16844177246094,runEco,10,140.16844177246094
timestamp,2022-05-04T13:48:22+00:00,,253,1020606502
position_lat,38.79299861378968,deg,0,462818501
position_long,-77.04703406430781,deg,1,-919206921
distance,0.47186,km,5,47186
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.208740234375,c/hr,1,765.208740234375
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8181263208389282,runEco,9,1.8181263208389282
frnrRE,140.23715209960938,runEco,10,140.23715209960938
timestamp,2022-05-04T13:48:23+00:00,,253,1020606503
position_lat,38.79300129599869,deg,0,462818533
position_long,-77.04707169905305,deg,1,-919207370
distance,0.47513,km,5,47513
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,765.208740234375,c/hr,1,765.208740234375
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8232766389846802,runEco,9,1.8232766389846802
frnrRE,140.3074188232422,runEco,10,140.3074188232422
timestamp,2022-05-04T13:48:24+00:00,,253,1020606504
position_lat,38.79300414584577,deg,0,462818567
position_long,-77.0471072383225,deg,1,-919207794
distance,0.47823000000000004,km,5,47823
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,11.8908,km/h,73,3.303
speed,11.8908,km/h,6,3303
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.8690795898438,c/hr,1,764.8690795898438
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8284270763397217,runEco,9,1.8284270763397217
frnrRE,140.3212127685547,runEco,10,140.3212127685547
timestamp,2022-05-04T13:48:25+00:00,,253,1020606505
position_lat,38.79299676977098,deg,0,462818479
position_long,-77.0471395086497,deg,1,-919208179
distance,0.48107,km,5,48107
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,11.9232,km/h,73,3.312
speed,11.9232,km/h,6,3312
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.8690795898438,c/hr,1,764.8690795898438
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8284270763397217,runEco,9,1.8284270763397217
frnrRE,140.36524963378906,runEco,10,140.36524963378906
timestamp,2022-05-04T13:48:26+00:00,,253,1020606506
position_lat,38.79299341700971,deg,0,462818439
position_long,-77.04717496410012,deg,1,-919208602
distance,0.48413,km,5,48413
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,11.9232,km/h,73,3.312
speed,11.9232,km/h,6,3312
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.8690795898438,c/hr,1,764.8690795898438
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8284270763397217,runEco,9,1.8284270763397217
frnrRE,140.3570098876953,runEco,10,140.3570098876953
timestamp,2022-05-04T13:48:27+00:00,,253,1020606507
position_lat,38.792997021228075,deg,0,462818482
position_long,-77.04721285030246,deg,1,-919209054
distance,0.48744,km,5,48744
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,11.9232,km/h,73,3.312
speed,11.9232,km/h,6,3312
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.8690795898438,c/hr,1,764.8690795898438
rE,105.96604919433594,runEco,2,105.96604919433594
pwr,,w,5,
tpRE,1.8284270763397217,runEco,9,1.8284270763397217
frnrRE,140.27488708496094,runEco,10,140.27488708496094
timestamp,2022-05-04T13:48:28+00:00,,253,1020606508
position_lat,38.79298847168684,deg,0,462818380
position_long,-77.04724922776222,deg,1,-919209488
distance,0.49063999999999997,km,5,49064
enhanced_altitude,-6.199999999999989,m,78,-6.199999999999989
altitude,-6.199999999999989,m,2,2469
enhanced_speed,11.9232,km/h,73,3.312
speed,11.9232,km/h,6,3312
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,138,bpm,3,138
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.8690795898438,c/hr,1,764.8690795898438
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8181263208389282,runEco,9,1.8181263208389282
frnrRE,140.2566375732422,runEco,10,140.2566375732422
timestamp,2022-05-04T13:48:29+00:00,,253,1020606509
position_lat,38.79296810366213,deg,0,462818137
position_long,-77.04728518612683,deg,1,-919209917
distance,0.49419,km,5,49419
enhanced_altitude,-6.0,m,78,-6.0
altitude,-6.0,m,2,2470
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,138,bpm,3,138
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.5285034179688,c/hr,1,764.5285034179688
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8181263208389282,runEco,9,1.8181263208389282
frnrRE,140.30967712402344,runEco,10,140.30967712402344
timestamp,2022-05-04T13:48:30+00:00,,253,1020606510
position_lat,38.79296542145312,deg,0,462818105
position_long,-77.04732298851013,deg,1,-919210368
distance,0.49745,km,5,49745
enhanced_altitude,-5.800000000000011,m,78,-5.800000000000011
altitude,-5.800000000000011,m,2,2471
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.5285034179688,c/hr,1,764.5285034179688
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8181263208389282,runEco,9,1.8181263208389282
frnrRE,140.3306121826172,runEco,10,140.3306121826172
timestamp,2022-05-04T13:48:31+00:00,,253,1020606511
position_lat,38.79296097904444,deg,0,462818052
position_long,-77.04735810868442,deg,1,-919210787
distance,0.50051,km,5,50051
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,91,rpm,4,91
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.5285034179688,c/hr,1,764.5285034179688
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8181263208389282,runEco,9,1.8181263208389282
frnrRE,140.45252990722656,runEco,10,140.45252990722656
timestamp,2022-05-04T13:48:32+00:00,,253,1020606512
position_lat,38.792963325977325,deg,0,462818080
position_long,-77.04739607870579,deg,1,-919211240
distance,0.50382,km,5,50382
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,91,rpm,4,91
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.5285034179688,c/hr,1,764.5285034179688
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8284270763397217,runEco,9,1.8284270763397217
frnrRE,140.49009704589844,runEco,10,140.49009704589844
timestamp,2022-05-04T13:48:33+00:00,,253,1020606513
position_lat,38.792964750900865,deg,0,462818097
position_long,-77.04743237234652,deg,1,-919211673
distance,0.50697,km,5,50697
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,11.8908,km/h,73,3.303
speed,11.8908,km/h,6,3303
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,136,bpm,3,136
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,764.5285034179688,c/hr,1,764.5285034179688
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8284270763397217,runEco,9,1.8284270763397217
frnrRE,140.47108459472656,runEco,10,140.47108459472656
timestamp,2022-05-04T13:48:34+00:00,,253,1020606514
position_lat,38.792968690395355,deg,0,462818144
position_long,-77.04747151583433,deg,1,-919212140
distance,0.5104,km,5,51040
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,11.8908,km/h,73,3.303
speed,11.8908,km/h,6,3303
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,133,bpm,3,133
cadence,90,rpm,4,90
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,762.3175048828125,c/hr,1,762.3175048828125
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8232766389846802,runEco,9,1.8232766389846802
frnrRE,140.5220489501953,runEco,10,140.5220489501953
timestamp,2022-05-04T13:48:35+00:00,,253,1020606515
position_lat,38.79296315833926,deg,0,462818078
position_long,-77.04750671982765,deg,1,-919212560
distance,0.51347,km,5,51347
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.8908,km/h,73,3.303
speed,11.8908,km/h,6,3303
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,89,rpm,4,89
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
eE,762.3175048828125,c/hr,1,762.3175048828125
rE,129.58621215820312,runEco,2,129.58621215820312
pwr,,w,5,
tpRE,1.8232766389846802,runEco,9,1.8232766389846802
frnrRE,140.52886962890625,runEco,10,140.52886962890625
timestamp,2022-05-04T13:48:36+00:00,,253,1020606516
position_lat,38.792968187481165,deg,0,462818138
position_long,-77.04754301346838,deg,1,-919212993
distance,0.51667,km,5,51667
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.8908,km/h,73,3.303
speed,11.8908,km/h,6,3303
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,89,rpm,4,89
temperature,23,C,13,23
fractional_cadence,0.0,rpm,53,0
